_id,album_genre,artist,lastfm_id,title,emotion,summary
ObjectId(5714dec525ac0d8aee397f78),Folk,Angus & Julia Stone,TRUVHDD12903CB5C35,The Devil's Tears,sad,but inside my heart there's a picture of a girli'll taste the devil's tearsdrink from his soul but i'll never give up youbut she's my home
ObjectId(5714dec525ac0d8aee397f7b),Folk,Angus & Julia Stone,TRZIDBL128F42670CD,Red Berries,sad,so i swam up to the topand strolled up into a landi thought wouldn't that be grandso i climbed up to the top
ObjectId(5714dec525ac0d8aee398512),Indie Rock,Animal Collective,TRTFIAT128F9320A01,Peacebone,happy,and an obsession with the past is like a dead flyand just a few things are related to the old timesyou're just an inside adjust your insidesyou're just an inside
ObjectId(5714dec525ac0d8aee398514),Indie Rock,Animal Collective,TRAWZHY128F932C2AF,Chores,happy,"if i say ""too bad"" i'll take a lesson in my headi've got to have till i am deadnow i've got these chores and i'm never going to hurt no oneat the end of the day when there's no one watching"
ObjectId(5714dec525ac0d8aee398519),Indie Rock,Animal Collective,TRLENZF128F932C2C4,Cuckoo Cuckoo,happy,and i can't hold what's in my handlittle kids can't play with things that have diedand where's my mom i wanna hold her tightshe's so far away from crowded nights
ObjectId(5714dec525ac0d8aee39851a),Indie Rock,Animal Collective,TREXCHD128F932C2C8,Derek,happy,and he never had a voice like you to scream with when he wanted somethingto help out with all the things that a dog like you neededsee when you see when you see when you see when yousee inside of me ide of me ide of me ide of me
ObjectId(5714dec525ac0d8aee398520),Indie Rock,Animal Collective,TRSTBYF12903CE07F5,My Girls,poignant,there isn't much that i feel i needbut with a little girl and by my spousei don't mean to seem like i care about material things like a social statusi just want four walls and adobe slats for my girls
ObjectId(5714dec525ac0d8aee398521),Indie Rock,Animal Collective,TRJJZVN128F93112C7,Also Frightened,poignant,will it be just like they're dreamingwill it be just like i'm dreamingand light our two shadows i watch with delightwill i want them to be who they will be
ObjectId(5714dec525ac0d8aee398523),Indie Rock,Animal Collective,TRZFPTX128F93112CF,Daily Routine,happy,make sure my kid's got a jacketwhat can i do to make it fasttake a little left up at the restup uneven steps and talking's hard
ObjectId(5714dec525ac0d8aee398524),Indie Rock,Animal Collective,TRJISYX128F93112D5,Bluish,poignant,i know i shouldn't say so but when you claw me like a cat i'm beamingi can't see you you curl your fists when you pull your hairwhen we're alone i wanna sayit's so hard for me only to get the urge to kiss you there
ObjectId(5714dec525ac0d8aee398525),Indie Rock,Animal Collective,TRXLWUO128F93112DF,Guys Eyes,poignant,i really want to do just what my body needs to (if i could just hold all the thoughts in my head and just keep them for you)i really want to do just what my body needs to (if i could just hold all the thoughts in my head and just keep them for you i keep it locked right now)need her (i need her)i want to do just what my body needs to (if i could just hold all the thoughts in my head and just keep them for you)
ObjectId(5714dec525ac0d8aee398526),Indie Rock,Animal Collective,TRJAOPE128F93112E4,Taste,poignant,"am i really all the things that are outside of medoes the music that i make play on my awkward facemy friend and me were having a laugh (i don't get them)he said ""i like their clothes and their china plates (there's no need to protect)"
ObjectId(5714dec525ac0d8aee398528),Indie Rock,Animal Collective,TRZZKOL128F93112EF,No More Runnin,relaxing,"""no more runnin'"" says my mindall this movement has just proved your kisses are too fineit's what i'd hoped forno more runnin'"
ObjectId(5714dec525ac0d8aee398529),Indie Rock,Animal Collective,TRCXSBE128F933854F,Brother Sport,happy,and let time all of that time all of that time all of that time goi know it sucks that daddy's done but try to think of what you wantyou've got to open up your open up your open up your throat mattyou gotta get rid of the more conservative habits of your mind (get rid of the mourning you've got to have a real good time)
ObjectId(5714dec525ac0d8aee3986bd),R&amp;B,Anita Baker,TRQHPUP128F92DE818,No More Tears,romantic,and i know i'm gonna miss youmy love i will send with you'cause i've been down too longand you keep doin' me wrong
ObjectId(5714dec525ac0d8aee3986c1),R&amp;B,Anita Baker,TRVMUMY128F933D053,Sweet Love,romantic,with all my heart i love you babyi'm in love sweet lovedon't you ever go away it'll always be this wayin this love sweet love
ObjectId(5714dec525ac0d8aee3986c6),R&amp;B,Anita Baker,TRJKMPX128F92DE821,No One In The World,romantic,'cause there's no one in the world to hold meno one in the world can love meloves me like you doi'm loving you and i want to run
ObjectId(5714dec525ac0d8aee398a66),R&amp;B,Anjulie,TRKPWCE128F92CBE35,Boom,romantic,and then a boom shalaka he's walkin' up to meboom shalaka he starts to talk to meboom shalaka my heart skips a boomshalaka laka boom boom
ObjectId(5714dec525ac0d8aee398a67),R&amp;B,Anjulie,TRMXHDY128F933BCE6,Rain,romantic,what do i do with this fire inside of me always been you baby i'm desiringi got caught out in the rain (the rain)never fall in love again with you with you with youi called on the weekend you said you were sleepin'
ObjectId(5714dec525ac0d8aee398a6d),R&amp;B,Anjulie,TRBSYWE128F933BA42,The Heat,romantic,i got the heat see the red in my cheeksit's suffocating me got the hot hot heatbut she just can't beat thelike a spell from the devil now i just can't beat heat
ObjectId(5714dec525ac0d8aee398a71),R&amp;B,Anjulie,TRIFIZP128F92CBE37,Love Songs,romantic,i fall so easy for cheesy things in lifepretty people i admire i used to hatei fall so easy for the stupid little linesi fall so easily in love in love
ObjectId(5714dec525ac0d8aee398ef0),Pop,Anna Nalick,TRISFMO128F427F301,Breathe (2 AM),relaxing,'cause you can't jump the track we're like cars on a cableand life's like an hourglass glued to the tablebut you can't jump the track we're like cars on a cablesing it if you understand
ObjectId(5714dec525ac0d8aee398ef1),Pop,Anna Nalick,TRNYAAV128F427F2F6,Citadel,relaxing,what if i breakand i find that i can't takethe citadel holding my own handthe citadel holding my hand
ObjectId(5714dec525ac0d8aee398ef2),Pop,Anna Nalick,TRJRSBO128F427F303,Paper Bag,happy,to where there's no more rain and i can beto where there's no more rain and i can be meso i'll hide my headand i'll hide my head
ObjectId(5714dec525ac0d8aee398ef4),Pop,Anna Nalick,TRAFEFH128F427F2FA,Satellite,relaxing,satellite save my lifei'm wishing on a two-way radioa whisper on a two-way radioi'm wishin on a two-way radio
ObjectId(5714dec525ac0d8aee398ef5),Pop,Anna Nalick,TRGKLBT128F427F304,Forever Love (Digame),relaxing,say your lovei can hold you in my soulif i goi'll know
ObjectId(5714dec525ac0d8aee398ef7),Pop,Anna Nalick,TRBOIUO128F427F2FC,In My Head,relaxing,you've got all that i needanother lonely nightanother nightyeah your voice
ObjectId(5714dec525ac0d8aee398efa),Pop,Anna Nalick,TRHVWIU128F427F2FF,Consider This,relaxing,that i'm okay and i'm all rightand you'll say its all all rightbut don't bother wasting your time if you're trying to change meif you're trying to change me
ObjectId(5714dec525ac0d8aee399113),Pop,Anna Ternheim,TRCHHGP128F9333A05,Little Lies,sad,in time then i'd rearrange just a day or twobut i couldn't find a wayso i'll settle for one day to believe in youi hope that you understand there's a reason why
ObjectId(5714dec525ac0d8aee399115),Pop,Anna Ternheim,TRDKERT128F92E8B52,When Tomorrow Comes,sad,and you know that i'm gonna be the onewhen you need someone to depend uponwhen tomorrow comesyou know you looked just like a baby
ObjectId(5714dec525ac0d8aee39911a),Pop,Anna Ternheim,TRORLCG128EF3439DA,Such A Lonely Soul,sad,she doesn't have to knowwhy tell herit would hurt her soshe's such a lonely soul
ObjectId(5714dec525ac0d8aee39911d),Pop,Anna Ternheim,TRJBCRK128EF3439DF,Lovers Dream,poignant,maybe i could be yoursmaybe you could be minemaybe my time has comenow i am ready for you
ObjectId(5714dec525ac0d8aee399bcc),Pop,Annie Lennox,TRUXCVB128F92C78FC,Money Can't Buy It,poignant,you can't buy itbabyi believe in the power of creationi believe in the power of creation i believe in the good vibrationdidn't i say that money can't buy it
ObjectId(5714dec525ac0d8aee399bd7),Pop,Annie Lennox,TRMWKZD128F425A2F6,Don't Let It Bring You Down,sad,old man lying by the side of the roadblue moon's sinkin from the weight of the loaddead man lying by the side of the roadand you will come around
ObjectId(5714dec525ac0d8aee399bda),Pop,Annie Lennox,TRZASBK128F425A2F8,Downtown Lights,sad,in love we're all the samehow do i know you feel itit's all rightlet's go walking down this empty street
ObjectId(5714dec525ac0d8aee399bdc),Pop,Annie Lennox,TRHNBSV128F425A2F9,Waiting In Vain,relaxing,see i don't wanna wait in vain for your lovei don't wanna wait in vain for your love'cause summer is here i'm still waiting therewinter is here and i'm still waiting there
ObjectId(5714dec525ac0d8aee399bdd),Pop,Annie Lennox,TRDBPTY128F425A2FA,Something So Right,sad,it's not their style to be so boldbut like a childoh i can't get used to something so righti'm longing to be told
ObjectId(5714dec525ac0d8aee399be3),Pop,Annie Lennox,TRLUGLJ128F425A64B,Honestly,relaxing,"the things that you saidthat nothing i docan influence younever say ""i told you so"""
ObjectId(5714dec525ac0d8aee399be4),Pop,Annie Lennox,TROQVMF128F425A53E,Wonderful,relaxing,every time i think about youcan't you see my heart burnin' in my handdo you want me do you notit makes me feel so blue
ObjectId(5714dec525ac0d8aee399be6),Pop,Annie Lennox,TROVIZY128F429F60E,Loneliness,sad,and i've got a longing that's hard to findsomething that i've lived with all alongtryin' to find the place where i belongtrying to find the place where i belong
ObjectId(5714dec525ac0d8aee399beb),Pop,Annie Lennox,TRIMTWB128F425E1A4,Dark Road,sad,it's a dark roadthat you're never gonna find me there oh noand if you catch me i might try to run awayit didn't get there by itself… ooh
ObjectId(5714dec525ac0d8aee399bed),Pop,Annie Lennox,TRNRJNY128F92F429D,Smithereens,relaxing,so don't make me sadi didn't mean to break it down to smithereensso don't take me downi couldn't stand to break it down to smithereens
ObjectId(5714dec525ac0d8aee399c02),Pop,Annie Lennox,TRJTZNW128F931685B,Pattern Of My Life,relaxing,waiting on my ownand you know that it's for realso you leave me on my ownto live the pattern of my life
ObjectId(5714dec525ac0d8aee399c03),Pop,Annie Lennox,TRXKTHS128F92DC5ED,Shining Light,happy,brought by dark divine interventiona constellation once seenan epiphany you burn so prettyyou are a shining light
ObjectId(5714dec525ac0d8aee399db1),Indie Rock,Annuals,TRUJVWA128F149AC72,"Complete, Or Completing",happy,silence all the clocks tonightit's show time with drinks to spillhear my mouth i've got the soundsto send you back home with peace of mind
ObjectId(5714dec525ac0d8aee399dba),Indie Rock,Annuals,TRHSIBD128F428EB14,Sway,relaxing,some waves have borrowed all of my paini can swayoh where i laythat kitten on the patio can't get to me
ObjectId(5714dec525ac0d8aee39a072),Pop,Another Level,TRUJNDI128F428DEAF,Freak Me,romantic,let me do all the things you want me to do(everytime i think about your love i want to lick you down)(and when you get so freaky girl you know i want to love you now)(and when you get so freaky girl you know i want i want to love you now)
ObjectId(5714dec525ac0d8aee39a0d5),Indie Rock,Another Sunny Day,TRIZBQA128F427F183,Rio,sad,i tried to make you love meif you still don't want to knowhe wants you to love himif you say that you love him
ObjectId(5714dec525ac0d8aee39a0fb),Rock,Anouk,TRUYDLD128F14722C9,Nobody's Wife,angry,it's too bad but that's me'cause it ain't the first time that a man goes insane'cause it ain't the first time no that a man goes insane'cause it ain't the first time oh no that a man goes insane
ObjectId(5714dec525ac0d8aee39a135),Rock,Anouk,TRRZTGW128F14722C5,Michel,sad,hand in hand you and methat we belong together you and me against the worldbut we found out the hard way 'cause it wasn't meant to bethat we belonged together you and me against the world
ObjectId(5714dec525ac0d8aee39a13a),Rock,Anouk,TRDQYMB128F14722CB,Girl,happy,so i just keep goingi don't know where i belongcould i belongoh girl yeah i belong
ObjectId(5714dec525ac0d8aee39a13e),Rock,Anouk,TRSICSS128F14722CC,Lost,sad,i even get lost in this songi get lost in this worldi get lost in your eyesam i the only one
ObjectId(5714dec525ac0d8aee39a143),Rock,Anouk,TRCMZIS128F14722B4,One Word,sad,i didn't say a word to make you stayand i don't know why you're gone now you're goneand i couldn't say a word to make you staystill i don't know why you're gone now you're gone
ObjectId(5714dec525ac0d8aee39a145),Rock,Anouk,TRZUHAW128E0784144,Fading,relaxing,will we keep the thieves awayto make the best of every chanceshouldn't we be makingfading fading fading fading ooh
ObjectId(5714dec525ac0d8aee39a150),Rock,Anouk,TRPXGRU128F426B7CC,If You Were Mine,sad,babe if you were minedon't keep me away'cause babe if you were mineand babe if you were mine
ObjectId(5714dec525ac0d8aee39a502),R&amp;B,Anthony David,TRPZLRF12903CA5FA1,Ain't Enough For Me,relaxing,it really ain't enough for mei really need to have you here by my sideit really ain't enough for me darlin'i really need to have you here in my life
ObjectId(5714dec525ac0d8aee39a506),R&amp;B,Anthony David,TRMBXAO128F92F37DB,Yes,relaxing,i said how about right nowlove can't waitn i asked if she believed in fateand she said yes
ObjectId(5714dec525ac0d8aee39a50d),R&amp;B,Anthony David,TRIDMXZ128F935E60C,Spittin' Game,relaxing,i can do it with my eyes closed'cause i know how to treat a womani can keep the good loving comingdidn't you think that i know
ObjectId(5714dec525ac0d8aee39a511),R&amp;B,Anthony David,TROIUVU128F935E5B8,Smoke One,relaxing,drink one with ya boyi know it's been a little whilesince we had a little funmaybe i could talk you into doing something bad
ObjectId(5714dec525ac0d8aee39a517),R&amp;B,Anthony David,TRFCNNQ128F92F3AB6,Something About You,relaxing,that there is something about you babyi couldn't be without you babythere is something about you babyit's what makes the rivers flow and
ObjectId(5714dec525ac0d8aee39a525),R&amp;B,Anthony David,TRNIZYC128F92F3808,Cheatin' Man,relaxing,and i wanna doo rightbaby i'm a good manand i wanna do rightand i don't wanna hurt nobody
ObjectId(5714dec525ac0d8aee39a5da),R&amp;B,Anthony Hamilton,TRUFWFP128F9302C7B,Please Stay,sad,i will make you stay babyi will try everythingi pity the fool who would do that to youi'll go down on my knees
ObjectId(5714dec525ac0d8aee39aa5b),Punk Rock,Anti-Flag,TRAMBBV128F9337714,Tearing Everyone Down,happy,i thought i'd begun to see a changeyou talk and talk of unity but divide with your attacksi'd like to see a changei'd like to see a change but i'm too busy
ObjectId(5714dec525ac0d8aee39aa5c),Punk Rock,Anti-Flag,TROXPNE128F9337718,Captain Anarchy,happy,he'd give his fucking lifebut only in his mindso punk that he's a poser and he'll be onetill he dies
ObjectId(5714dec525ac0d8aee39aa67),Punk Rock,Anti-Flag,TRSQADD128F9337737,Police Story,happy,it's just that in their eyes he's not the correct shade of whitewhen cops can killit's not rightwe live in fear
ObjectId(5714dec525ac0d8aee39aa6c),Punk Rock,Anti-Flag,TRUWZBU128F421A345,Underground Network,happy,underground network - alternative communication'cause of our underground network - alternative communicationthey try to keep us ignorant but wejust take a look around the world and you'll find that nearly all
ObjectId(5714dec525ac0d8aee39aa6f),Punk Rock,Anti-Flag,TRCQTSD128F421A34D,Stars And Stripes,happy,in the end they found their arms in shackles and their hearts torn outto rid the native insurgence in mexico in every us corporate intereststhey stand for greed they stand for hate but nothing i believeand there's a flag there flying high over the fallen killers' graves
ObjectId(5714dec525ac0d8aee39aa71),Punk Rock,Anti-Flag,TRYFNWA128F421A354,The Panama Deception,happy,form your own conclusion to things you seedon't add up to the factslearn the fuckin' truth you won't be so quick to sign onlife must be so easy when you don't have to think
ObjectId(5714dec525ac0d8aee39aa74),Punk Rock,Anti-Flag,TRHEJBM128F421A361,Bring Out Your Dead,happy,and still had the nerve to askwho i was voting forthen you silence the truthour right not to remain
ObjectId(5714dec525ac0d8aee39aa7d),Punk Rock,Anti-Flag,TRXAPHS128F9337D0F,911 For Peace,angry,(i don't wanna kill)i don't wanna kill(i don't wanna die)isn't everybody tired of the dying (hey hey)
ObjectId(5714dec525ac0d8aee39aa8d),Punk Rock,Anti-Flag,TRZAUXY128F423334B,Turncoat,angry,state lies dressed up as evening news we're tired of lies we want the truthbroadcast by corpses courting you we're tired of lies we want the truthmost people they will never know we're tired of lies we want the truthcriminal with protection of the
ObjectId(5714dec525ac0d8aee39aa8e),Punk Rock,Anti-Flag,TRBTCNB128F423334C,Rank-N-File,happy,i'm standing with the rank and file i'm marching with the undergroundso i'm standing with the rank and file i'm marching with the undergroundmy black heart worn on my sleevewith our black hearts worn on our sleeves
ObjectId(5714dec525ac0d8aee39aa90),Punk Rock,Anti-Flag,TRIAMHV128F423334E,Sold As Freedom,happy,fight fire with fire pour gasoline on the world inferno burn it so hot that the world incinerateswhen they're all dead we'll have no issues to resolvewhen they're all dead there'll be no issues to resolvewhat this world needs right now is you
ObjectId(5714dec525ac0d8aee39aa91),Punk Rock,Anti-Flag,TROVTFK128F423334F,Power To The Peaceful,happy,the urge to struggle for an idealpower to the peacefulyeah you know what they sing say hey - heywhoa-oh whoa-oh whoa-oh
ObjectId(5714dec525ac0d8aee39aa94),Punk Rock,Anti-Flag,TRGXAHW128F4233352,When You Don't Control Your Government People Want To Kill You,happy,well they're planting the seeds on destruction's evethen take away your rights to keep you freeyeah they're planting the seeds on destruction's eveon your knees still the vengeance of the world
ObjectId(5714dec525ac0d8aee39aa95),Punk Rock,Anti-Flag,TRNZOVG128F4233353,Wake Up!,happy,to wake you from your sleepyou got to screamto make your voice heardand i won't stop screaming
ObjectId(5714dec525ac0d8aee39aa96),Punk Rock,Anti-Flag,TRLGLPH128F4233354,Tearing Down The Borders,happy,we're tearing down the borderswe're fighting for the rights of freedomonly a commitment to lock away equality and steal away all freedom from the poorest of the poorlet's take it back
ObjectId(5714dec525ac0d8aee39aa97),Punk Rock,Anti-Flag,TRAPAZE128F4233355,Death Of A Nation,happy,when all you need was a little careso say your prayerssay your prayersfor the dead generation
ObjectId(5714dec525ac0d8aee39aa99),Punk Rock,Anti-Flag,TRPGUYI128F4233357,"One People, One Struggle",happy,time to see the world as a wholetime to light the fire with the fuelthat's a conscious movementin each and every one of your hearts
ObjectId(5714dec525ac0d8aee39aa9d),Punk Rock,Anti-Flag,TRNJYAK128F42AD87F,Emigre,happy,then they came for the socialists and i did not speak outnext they came for the trade unionists and i did not speak outthis is the second time yeah it's the second time we will not fall in linethen they came for the trade unionists and i did not speak out
ObjectId(5714dec525ac0d8aee39aa9e),Punk Rock,Anti-Flag,TRGRLAU128F42AE769,The Project For A New American Century,happy,and it's a gut check of what you believeendlesswill you make a stand for human dignityor never ending hate
ObjectId(5714dec525ac0d8aee39aaa2),Punk Rock,Anti-Flag,TRAOYYP128F42AE76F,State Funeral,happy,this is the sound of a dropping bomba dead ringer for armageddona dead ringer for armageddon yeahthis state funeral we do not mourn
ObjectId(5714dec525ac0d8aee39ab42),Punk Rock,Anti-Nowhere League,TRWIZPQ12903D00029,Streets Of London,happy,and lead you through your streets of londonand i'll show you something you'll never understandand drag you through your streets of londonand i'll show you something that'll make you really sick
ObjectId(5714dec525ac0d8aee39bcf4),Rock,Ape Hangers,TRBFNBN128E0793B6F,I Don't Want To Live Today,happy,i woke up this morning to a filthy sky abovei don't think i want to live todaylook into these eyes and tell mei didn't want to get out of my bed
ObjectId(5714dec525ac0d8aee39c37d),Alternative Rock,Apoptygma Berzerk,TRYPQPH128F92E07BD,Shadow,sad,if i could just trust more i'd dare to speak the truthi've been merely a shadow of my true selfi'm in despairi'm beyond repair
ObjectId(5714dec525ac0d8aee39c423),Indie Rock,Apostle Of Hustle,TRLTGGA128F42336CF,Animal Fat,relaxing,recall the dyin' emperoris that all we can rememberwe gotta have animal fatrecall the dyin' emporer
ObjectId(5714dec525ac0d8aee39c662),Rock,April Wine,TRAGEVS128F145FEAD,Say Hello,relaxing,i won't go livin' in the pastsay hellosay hello say hello say hellolet's go out and paint the town
ObjectId(5714dec525ac0d8aee39c66c),Hard Rock,April Wine,TRZMNYB128F424D792,Just Between You And Me,romantic,but just between you and mejust between you and mealways i know our love will behearts can be blind to love gone astray
ObjectId(5714dec525ac0d8aee39ce8d),Indie Rock,Arcade Fire,TRDADYI128F14A8956,Neon Bible,relaxing,not much chance for survival if the neon bible is righttake the poison of your agedon't lick your fingers when you turn the pagein the city it's the only light
ObjectId(5714dec525ac0d8aee39ce8e),Indie Rock,Arcade Fire,TRBZUXP128F14A8957,Intervention,sad,working for the church while your family diesyou take what they give you and you keep it insideworking for the church while my family diesi can taste your fear it's gonna lift you up and take you out of here
ObjectId(5714dec525ac0d8aee39d0af),Indie Rock,Archers Of Loaf,TRYLSOQ128F4286721,"Learo, You're A Hole",poignant,strips you of your skin it's heavyeverytime you try to start with mecause you're a holeyou're a hole
ObjectId(5714dec525ac0d8aee39d14e),Rock,Archie Bronson Outfit,TRCZVBJ128F92F913B,Bloodheat,sad,the only time i caredthe night we lit your reasonthe bloodheatthe bloodheat the bloodheat
ObjectId(5714dec525ac0d8aee39d3be),Indie Rock,Arctic Monkeys,TRHHXRF128F9316A38,The View From The Afternoon,happy,tonight there'll be a ruckus yeah regardless of what's gone beforeand you should bear that in mind tonightbear that in mind yeahbear that in
ObjectId(5714dec525ac0d8aee39d3c1),Indie Rock,Arctic Monkeys,TRALEPN128F9311179,Dancing Shoes,happy,hoping they're looking for youoh and the shit shock horroryou've seen your future bride yeahso you're waiting and waiting
ObjectId(5714dec525ac0d8aee39d3c3),Indie Rock,Arctic Monkeys,TRGKAHN128F4253C0E,Still Take You Home,happy,but what do you knowsaid you don't know nothingyeah you don't know nothingi said what do you know
ObjectId(5714dec525ac0d8aee39d3c6),Indie Rock,Arctic Monkeys,TRSCMBY128F9311188,Mardy Bum,happy,one that's laughs and jokes aroundaw but it's right hard to remember thatand you've got the face onoh but it's right hard to remember that
ObjectId(5714dec525ac0d8aee39d3c9),Indie Rock,Arctic Monkeys,TRAMGPM128F9311196,From The Ritz To The Rubble,happy,well i'm so glad they turned us all away we'll put it down to fatesaid that girl's a different girl to who you kissed last nightit don't make no sense anymoresaid last night what we talked about
ObjectId(5714dec525ac0d8aee39d3ca),Indie Rock,Arctic Monkeys,TROBYTB128F422975C,A Certain Romance,happy,you know oh it's a funny thing you knowthey'll never listenand course it's all okay to carry on that waydon't you know oh it's a funny thing you know
ObjectId(5714dec525ac0d8aee39d3cc),Alternative Rock,Arctic Monkeys,TRSURAL128F9316A43,Cigarette Smoker Fiona,happy,to make up for all the lost timei'm sorry but we're all unsurehow much you've had but(we think that you oughta) maybe not have any more
ObjectId(5714dec525ac0d8aee39d3ce),Alternative Rock,Arctic Monkeys,TRSCRJL128F9316A57,No Buses,relaxing,but now she's there you're there everybody's there (ain't that fuckin' fair)oh and she thinks she's the onebut she's just one in 24and just 'cause everybody's doin' it
ObjectId(5714dec525ac0d8aee39d3d0),Alternative Rock,Arctic Monkeys,TRUUWCR128F4229996,Leave Before The Lights Come On,happy,and you woke up together not quite realizing howand i suppose that's the price you payand now there's nothing left to guess nowwhat you've done
ObjectId(5714dec525ac0d8aee39d3d1),Alternative Rock,Arctic Monkeys,TRHVLHG128F4229997,Put Your Dukes Up John,happy,put your dukes up john(change your tune and change your hair)change your tune and change your hairor your not going anywhere
ObjectId(5714dec525ac0d8aee39d3d2),Alternative Rock,Arctic Monkeys,TRLBQIN128F92F922E,Baby I'm Yours,romantic,and i'll be yours (yours) until the stars fall from the skyyours (yours) until the rivers all run dryyours (yours) until the poets run out of rhymein other words until the end of time
ObjectId(5714dec525ac0d8aee39d3d3),Alternative Rock,Arctic Monkeys,TRUHZUX128F92F8F16,Brianstorm,happy,and i wonderoff the t-shirt and ties combinationwell see you later innovatoroff the t-shirts and ties combination
ObjectId(5714dec525ac0d8aee39d3d7),Alternative Rock,Arctic Monkeys,TRTHVYT128F92DE1A6,Fluorescent Adolescent,happy,oh the boy's a slagis just a memory and those dreamswhen you dreamed them up oh floyou took a left off last laugh lane
ObjectId(5714dec525ac0d8aee39d3da),Alternative Rock,Arctic Monkeys,TRGVCRL128F92DE1AC,This House Is A Circus,happy,we tend to see that as a perk though lookthis house is a circus berserk as fuck (we're forever unfulfilled)we tend to see that as a perk though look (and can't think why)what it's done to your friends their memories are pretend (like a search for murder clues)
ObjectId(5714dec525ac0d8aee39d3dc),Alternative Rock,Arctic Monkeys,TRCXMXQ128F92DE1B0,The Bad Thing,happy,but it won't make it that much easierit might make it worseyes she's talking but i'm not entirely sure ahshe murmurs things to confirm that the tragedy is true
ObjectId(5714dec525ac0d8aee39d3de),Alternative Rock,Arctic Monkeys,TRZEJSA128F92DE1B3,505,sad,i'm going back to 505in my imagination you're waiting lying on your sidewith your hands between your thighswith your hands between your thighs and a smile
ObjectId(5714dec525ac0d8aee39d9b0),R&amp;B,Aretha Franklin,TRXMPLK128F14B1629,Freeway Of Love,happy,we're goin' ridin' on the freeway of loveain't we ridin' on the freeway of loveoh yeahand let's march for peace aw yeah (freeway of love)
ObjectId(5714dec525ac0d8aee39e804),Alternative Rock,Army Of Me,TRPZWUZ128EF34C3A6,Going Through Changes,relaxing,and it's hard to eat when you don't have the teethi've been going through changeswith nothing at alland i've been going through changes
ObjectId(5714dec525ac0d8aee39e82a),Pop,Army Of Lovers,TRYTJOA128F42B79DA,Crucified,happy,i'm crucifieda lifetime i prayedi've played a double jeuxi cry i pray mon dieu
ObjectId(5714dec525ac0d8aee39eb51),Hip Hop,Arrested Development,TRGGOWM128F145C15F,Tennessee,happy,take me to another placemake me forget all that hurts metake me to another place (home)take me to another land (home)
ObjectId(5714dec525ac0d8aee39edeb),Alternative Rock,Art Brut,TRNSBUO128F4224434,Formed A Band,happy,we formed a bandlook at usi'm gonna write a songi'm gonna take that song
ObjectId(5714dec525ac0d8aee39edef),Alternative Rock,Art Brut,TRMFWKC128F42AC208,My Little Brother,funny,there's a noise in his head and he's out of controlhe's only 22 and he's out of controloh why don't our parents worry about usthere isn't anybody he really wants
ObjectId(5714dec525ac0d8aee39edf2),Alternative Rock,Art Brut,TRREIQR128F42AC207,Modern Art,happy,modern artmakes mewant to rock outamazes me when i step outside
ObjectId(5714dec525ac0d8aee39edf3),Alternative Rock,Art Brut,TRVTKLN128F422443B,Good Weekend,happy,i wanted to bend her and fold hergot myself a brand new girlfriendphone's ringing all weekendphones ringing all weekend
ObjectId(5714dec525ac0d8aee39edf9),Alternative Rock,Art Brut,TRQBQWX128F424E1E4,"18,000 Lira",happy,18000 lirayeah we've got guns but they're antiquesbut we're going to do this bank joband we're gonna do our very best
ObjectId(5714dec525ac0d8aee39ee0e),Indie Rock,Art Brut,TRSKGAP128F42557FA,Pump Up The Volume,happy,i can't say i'm noti know i shouldn'tto break from your kissand it's possibly wrong
ObjectId(5714dec525ac0d8aee39ee0f),Indie Rock,Art Brut,TRIPDWU128F934B957,Direct Hit,happy,it's uncomfortable all night to sitget on the dancefloor it's a direct hitmove around like your shoes don't fiti don't care that your friends have split
ObjectId(5714dec525ac0d8aee39ee1a),Indie Rock,Art Brut,TRJGVIX128F93408BA,DC Comics And Chocolate Milkshake,happy,dc comics and chocolate milkshakei guess i'm just developing latei never got over that amazing tastei'm in love with a girl in my comic shop
ObjectId(5714dec525ac0d8aee39fdd8),Alternative Rock,Ash,TRNIFIG128F14845C5,Kung Fu,happy,i think it's strangeand he thinks he knows youi played pool with him and we hung outoh i think it's strange
ObjectId(5714dec525ac0d8aee39fe2e),Alternative Rock,Ash,TRNUISP128F1471005,Walking Barefoot,happy,why can't we just quitto see it come to and endwhy can't we just designto live like this all the time
ObjectId(5714dec525ac0d8aee39fe2f),Alternative Rock,Ash,TRITNGC128F14845BD,Shining Light,romantic,yeah you are a shining lightyou lit a torch in the infinitewe made a connectiona full on chemical reaction
ObjectId(5714dec525ac0d8aee39fe79),Alternative Rock,Ash,TRZDTES128E0785C94,Evil Eye,happy,i can't denyoh that girl she's so damn fineshivers running down my spineshe's mine
ObjectId(5714dec525ac0d8aee39fe81),Alternative Rock,Ash,TRZROOI128E0785CA4,Vampire Love,relaxing,tonight i want you in my armsit's not the end notonight i'll place you safe from harmyeah
ObjectId(5714dec525ac0d8aee39ffae),R&amp;B,Ashanti,TRKQYZP128E07899F8,Foolish,romantic,see my days are cold without youbut i'm hurtin' while i'm with youand though my heart can't take no morei keep on running back to you
ObjectId(5714dec525ac0d8aee39ffb4),R&amp;B,Ashanti,TRXCCYZ128E0785F5C,Rescue,romantic,you're the one so why don't you come and rescue me(chorus)all night long take me away to another place(chorus 4x)
